Title,Link,Price
Acer | C740 | 128GB Storage | 2GB RAM | Windows 10 / 11.6″ Display | Play Store Supported | Android Apps Supported,https://www.daraz.pk/products/acer-c740-128gb-storage-2gb-ram-windows-10-116-display-play-store-supported-android-apps-supported-i466956264.html,"Rs. 11,499"
"Daraz Like New Laptops - HP EliteBook 840 G3 Core i5 6th Gen/8GB/256GB SSD/14"" LED",https://www.daraz.pk/products/daraz-like-new-laptops-hp-elitebook-840-g3-core-i5-6th-gen8gb256gb-ssd14-led-i346768402.html,"Rs. 49,409"
"Lenovo Thinkpad x270 Ultra Book, Core i5 7th generation, 8GB DDR4 Ram, 256GB SSD, 12.5"" Led Display, Intel HD Graphics Windows 11 Licensed (FREE LAPTOP BAG) - Daraz like new laptops",https://www.daraz.pk/products/lenovo-thinkpad-x270-ultra-book-core-i5-7th-generation-8gb-ddr4-ram-256gb-ssd-125-led-display-intel-hd-graphics-windows-11-licensed-free-laptop-bag-daraz-like-new-laptops-i456087131.html,"Rs. 36,087"
"Daraz Like New Laptops - Dell Latitude 5520, Core i5 2nd generation, 8GB DDR3 Ram, 500GB Hard Drive, 15.6"" Led Display, Intel HD Graphics",https://www.daraz.pk/products/daraz-like-new-laptops-dell-latitude-5520-core-i5-2nd-generation-8gb-ddr3-ram-500gb-hard-drive-156-led-display-intel-hd-graphics-i458064067.html,"Rs. 24,999"
HP - EliteBook 840G5 - CORE I5 8TH GENERATION- 16GB RAM - 256GB SSD - Windows® 10 Activated - FREE LAPTOP BAG,https://www.daraz.pk/products/hp-840g5-8th-i5-16gb-256gb10-i370333854.html,"Rs. 72,999"
"Acer C740 Chromebook Windows 10 2GB RAM 
128GB M2
Display Size 11.6 inches
Condition Like New 10/9.5
Battery Backup 6 Hours Plus
Delivery Also Available for all Over Pakistan",https://www.daraz.pk/products/c740-10-2gb-128gb-m2-116-1095-6-i437357935.html,"Rs. 11,899"
Lenovo N22/N23 Chromebook – 11.6″ – 4 GB RAM – 16 GB ROM – With Play Store - PUBG Supported - Daraz like new laptops,https://www.daraz.pk/products/lenovo-n22n23-chromebook-116-4-gb-ram-16-gb-rom-with-play-store-pubg-supported-daraz-like-new-laptops-i466117396.html,"Rs. 7,649"
"LENOVO THINKPAD T420 Intel Core i5 2rd Generation 14"" Screen 8GB Ram 250GB HDD Windows 10  Registered (FREE LAPTOP BAG) - Daraz like new laptops",https://www.daraz.pk/products/lenovo-thinkpad-t420-intel-core-i5-2rd-generation-14-screen-8gb-ram-250gb-hdd-windows-10-registered-free-laptop-bag-daraz-like-new-laptops-i428274608.html,"Rs. 17,464"
"Lenovo N23 Chromebook – 11.6″ – 4 G 4GB RAM, 16GB Storage, Chrome OS - Daraz like new laptops - Used",https://www.daraz.pk/products/lenovo-n23-chromebook-116-4-g-4gb-ram-16gb-storage-chrome-os-daraz-like-new-laptops-used-i495264700.html,"Rs. 9,999"
HP EliteBook 840 G3-14” LED - Intel core i5 6th Generation (6300u) - 8GB RAM - 180GB SSD - Windows 11 (Activated) - Daraz like new laptops,https://www.daraz.pk/products/hp-elitebook-840-g3-14-led-intel-core-i5-6th-generation-6300u-8gb-ram-180gb-ssd-windows-11-activated-daraz-like-new-laptops-i392527514.html,"Rs. 34,102"
Daraz Like New - HP ProBook 640 G1 - Core i5 4th Generation - 8GB RAM - 256GB SSD - 14inch Screen - FREE LAPTOP BAG,https://www.daraz.pk/products/hp-640-g1-4th-i5-8gb-14-i592930573.html,"Rs. 39,999"
HP 250 G8 Notebook PC Intel® Celeron® N4020 4GB RAM 128GB SSD 15.6’’ HD HP Fingerprint Sensor W10 Dos Asteroid Silver Open Box Condition - Daraz Like New Laptops,https://www.daraz.pk/products/hp-250-g8-notebook-pc-intel-celeron-n4020-4gb-ram-128gb-ssd-156-hd-hp-fingerprint-sensor-w10-dos-asteroid-silver-open-box-condition-daraz-like-new-laptops-i537384948.html,"Rs. 57,999"
"LAPTOP - Dell Latitude E7480 Ultra Book, Core i5 7th generation, 8GB DDR4 Ram, 256GB Solid State Drive SSD, 14.1"" Led Display, Intel HD Graphics (Windows 11 licensed) Free Laptop Bag - Daraz like new laptops - USED LAPTOP",https://www.daraz.pk/products/laptop-dell-latitude-e7480-ultra-book-core-i5-7th-generation-8gb-ddr4-ram-256gb-solid-state-drive-ssd-141-led-display-intel-hd-graphics-windows-11-licensed-free-laptop-bag-daraz-like-new-laptops-used-laptop-i497203207.html,"Rs. 49,999"
Lenovo Thinkpad T470 - Core i5 7th Generation - 8GB DDR4 - 256GB SSD - 14inch Screen - FREE LAPTOP BAG - Daraz like new laptops,https://www.daraz.pk/products/lenovo-thinkpad-t470-core-i5-7th-generation-8gb-ddr4-256gb-ssd-14inch-screen-free-laptop-bag-daraz-like-new-laptops-i392480090.html,"Rs. 48,499"
Lenovo ThinkPad X260 - Core i5 6th Generation - 8GB DDR4 - 256GB SSD - 12.5 inches Screen - FREE LAPTOP BAG Windows 10 (Registered Windows) - Daraz like new laptops,https://www.daraz.pk/products/lenovo-thinkpad-x260-core-i5-6th-generation-8gb-ddr4-256gb-ssd-125-inches-screen-free-laptop-bag-windows-10-registered-windows-daraz-like-new-laptops-i316356475.html,"Rs. 41,999"
HP EliteBook Folio 9470M 14 Intel Core i5 3rd Gen 1.8GHz 4GB 320GB HDD Windows 10 Pro - Daraz like new laptops,https://www.daraz.pk/products/hp-elitebook-folio-9470m-14-intel-core-i5-3rd-gen-18ghz-4gb-320gb-hdd-windows-10-pro-daraz-like-new-laptops-i316379002.html,"Rs. 30,499"
Acer Chromebook 315 Intel® Celeron® Processor N4020 4GB RAM 32GB eMMC 15.6” FHD Chrome OS™ 2029 UPDATE Silver Open Box Condition - Daraz Like New Laptops,https://www.daraz.pk/products/acer-chromebook-315-intel-celeron-processor-n4020-4gb-ram-32gb-emmc-156-fhd-chrome-os-2029-update-silver-open-box-condition-daraz-like-new-laptops-i472894945.html,"Rs. 27,999"
"Dell Latitude 6430, Core i5 3rd generation, 4 GB Ram, 500GB Hard Drive, 14"" Led Display, (Windows 10 Registered) FREE LAPTOP BAG",https://www.daraz.pk/products/6430-3rd-i5-4-gb-500gb-14-led-10-i419772532.html,"Rs. 23,999"
Acer ChromeBook R11 - Touch Screen Laptop - 16GB Storage - 4GB RAM - 360 Rotatable - 11.6″ HD Display - Playstore Supported - Long Battery Life - Free Laptop Bag,https://www.daraz.pk/products/acer-chromebook-r11-touch-screen-laptop-16gb-storage-4gb-ram-360-rotatable-116-hd-display-playstore-supported-long-battery-life-free-laptop-bag-i493945842.html,"Rs. 14,999"
Dell Latitude E7470 - Core i7 6th Generation - 8GB DDR4 RAM - 256GB SSD - 14inch Screen - FREE LAPTOP BAG (Windows 11 Licensed) - Daraz like new laptops,https://www.daraz.pk/products/dell-latitude-e7470-core-i7-6th-generation-8gb-ddr4-ram-256gb-ssd-14inch-screen-free-laptop-bag-windows-11-licensed-daraz-like-new-laptops-i372058243.html,"Rs. 43,919"
"Daraz Like New Laptops - Apple MacBook Air (11-inch, Mid 2010) with Intel Core 2 Duo Processor, (4GB RAM, 128GB) Silver",https://www.daraz.pk/products/11-2010-2-4gb-128gb-i450028384.html,"Rs. 28,999"
HP ELITEBOOK 830-G5 8TH GENERATION | INTEL CORE-I5 | 8350u PROCESSOR | 8GB RAM | 256GB SSD | FHD | 13.0’INCH DISPLAY | SILVER | WIN11 PRO | LICENSED (FREE LAPTOP BAG) - Daraz like new laptops,https://www.daraz.pk/products/hp-830-g5-core-i5-8350u-8gb-8gb-ssd-fhd-law-256-11-i495542823.html,"Rs. 64,999"
SAMSUNG Chromebook 3 (11.6) Intel® Celeron® Processor N3060 4GB RAM 16GB eMMC 11.6” HD Chrome OS™ Metallic Black - Daraz Like New Laptops,https://www.daraz.pk/products/samsung-chromebook-3-116-intel-celeron-processor-n3060-4gb-ram-16gb-emmc-116-hd-chrome-os-metallic-black-daraz-like-new-laptops-i604776045.html,"Rs. 9,999"
HP - EliteBook 840 G5 - CORE I7 -8TH GENERATION- 8GB RAM - 256GB SSD - Windows® 10 Activated - FREE LAPTOP BAG,https://www.daraz.pk/products/hp-840-g5-i7-8th-8gb-256gb-ssd10-i383077244.html,"Rs. 89,999"
LAPTOP Dell Chromebook 3180 - 4GB RAM - 16GB SSD (FREE LAPTOP BAG) - Daraz like new laptops - USED LAPTOP,https://www.daraz.pk/products/laptop-dell-chromebook-3180-4gb-ram-16gb-ssd-free-laptop-bag-daraz-like-new-laptops-used-laptop-i495543784.html,"Rs. 9,607"
"Apple MacBook Pro 2011 A1278 Display 13-inch Laptop (Intel i5 2.5 GHz, 8 GB RAM, 500GB HDD, Intel HD, macOS High Sierra - Silver - Daraz Like New Laptops",https://www.daraz.pk/products/2011-a1278-13-8-gb-i5-25-ghz-8-gb-hdd-hd-i352783951.html,"Rs. 37,999"
"Dell 3189 Convertible Chromebook 11.6 inches HD IPS Touchscreen, Intel Celeron N3060 Up to 2.48GHz, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Chrome OS - FREE LAPTOP BAG - Daraz like new laptops",https://www.daraz.pk/products/dell-3189-convertible-chromebook-116-inches-hd-ips-touchscreen-intel-celeron-n3060-up-to-248ghz-4gb-ram-16gb-ssd-hdmi-wifi-webcam-chrome-os-free-laptop-bag-daraz-like-new-laptops-i435974761.html,"Rs. 17,499"
Lenovo ThinkPad T450 - 14 Inch - Intel i5-5300U 2.30GHz - 8 GB RAM - 256GB SSD - Windows 10 Pro - FREE LAPTOP BAG,https://www.daraz.pk/products/14-t450-8-gb-i5-5300u-ghz-10-i432681081.html,"Rs. 37,999"
"Lenovo Thinkpad x270 Ultra Book, Core i5 7th generation, 8GB DDR4 Ram, 256GB SSD, 12.5"" Led Display, Intel HD Graphics Windows 11 Licensed (FREE LAPTOP BAG) - Daraz like new laptops",https://www.daraz.pk/products/x270-7th-i5-8gb-ddr4-256gb-ssd-125-led-hd-11-i495559904.html,"Rs. 40,999"
Acer | C740 | 256GB Storage | 4GB RAM | Windows 10 / 11.6″ Display | Play Store Supported | Android Apps Supported | Chromebook - FREE LAPTOP BAG,https://www.daraz.pk/products/c740-4gb-air-4gb-10256-i478461837.html,"Rs. 19,999"
"HP ProBook X360 11 G2 2-in-1 11.6 Inch Touchscreen Laptop PC, Intel Core M3-7 4GB RAM, 128GB SSD, Windows 10 Pro DARAZ LIKE NEW LAPTOPS",https://www.daraz.pk/products/hp-probook-x360-11-g2-2-in-1-116-inch-touchscreen-laptop-pc-intel-core-m3-7-4gb-ram-128gb-ssd-windows-10-pro-daraz-like-new-laptops-i424663673.html,"Rs. 27,999"
"Dell 3189 Convertible Chromebook 11.6 inches HD IPS Touchscreen, Intel Celeron N3060 Up to 2.48GHz, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Play Store, Chrome OS - With Bag Gift - Daraz Like New Laptops",https://www.daraz.pk/products/4gb-4gb-16gb-ssd-hdmi-wifi-n3060-hd-ips-os-i460108175.html,"Rs. 18,499"
"Dell 3180 Chromebook 11.6 inches HD screen, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Chrome OS - (FREE LAPTOP BAG) - Daraz like new laptops",https://www.daraz.pk/products/dell-3180-chromebook-116-inches-hd-screen-4gb-ram-16gb-ssd-hdmi-wifi-webcam-chrome-os-free-laptop-bag-daraz-like-new-laptops-i407840298.html,"Rs. 10,499"
Dell Chromebook 3180 Playstore Supported 4GB DDR3 16GB ROM Display Size 11.6inches Notebook Laptop,https://www.daraz.pk/products/3180-4gb-ddr3-16gb-116-i399492183.html,"Rs. 7,899"
"Daraz Like New Laptops - DELL Latitude 3189, Intel Pentium N4200 Quad-Core (1.1 GHz), 8 GB DDR3L Ram, 128 GB SSD, Intel HD Graphics 505, 11.6"" Touchscreen 1366 x 768 Convertible 2-in-1 Laptop Windows 11 Pro 64-Bit (Registered Windows 11)",https://www.daraz.pk/products/daraz-like-new-laptops-dell-latitude-3189-intel-pentium-n4200-quad-core-11-ghz-8-gb-ddr3l-ram-128-gb-ssd-intel-hd-graphics-505-116-touchscreen-1366-x-768-convertible-2-in-1-laptop-windows-11-pro-64-bit-registered-windows-11-i406380493.html,"Rs. 31,999"
LAPTOP Dell Chromebook 3180 - 4GB RAM - 16GB SSD (FREE LAPTOP BAG) - Daraz like new laptops,https://www.daraz.pk/products/laptop-dell-chromebook-3180-4gb-ram-16gb-ssd-free-laptop-bag-daraz-like-new-laptops-i372058059.html,"Rs. 9,607"
"Acer Chromebook CB5-311-P (13.3-inch Full HD Display, 4GB Ram , 32GB SSD) - With Bag Gift - Daraz Like New Laptops",https://www.daraz.pk/products/cb5-311-p-133-hd-4gb-32gb-ssd-i460069797.html,"Rs. 16,499"
"Daraz Like New laptop - Dell Latitude 6430, Core i5 3rd generation, 8GB Ram, 500GB Hard Drive, 14"" Led Display, (Windows 10 Registered) FREE LAPTOP BAG",https://www.daraz.pk/products/6430-i5-3rd-8gb-500gb-14-led-10-i593684414.html,"Rs. 26,500"
"HP Chromebook 11 G8 EE Education laptop, Intel Celeron Dual - Core N4020, 4GB DDR4 Ram, 32GB eMMC, 11.6-inch WLED HD Webcam, Play Store Chrome OS, Updates til 2029",https://www.daraz.pk/products/hp-chromebook-11-g8-ee-education-laptop-intel-celeron-dual-core-n4020-4gb-ddr4-ram-32gb-emmc-116-inch-wled-hd-webcam-play-store-chrome-os-updates-til-2029-i264660504.html,"Rs. 12,798"
Dell Latitude 12 5285 Laptop - Core i5 7th Generation - 12.3 inch FHD Display - RAM 8GB LPDDR3 1866MHz - 256GB NVME SSD - Windows 10 Professional (Non-Touch),https://www.daraz.pk/products/dell-latitude-12-5285-laptop-core-i5-7th-generation-123-inch-fhd-display-ram-8gb-lpddr3-1866mhz-256gb-nvme-ssd-windows-10-professional-non-touch-i550033501.html,"Rs. 34,168"
"Dell Latitude 5430, Core i5 3rd generation, 4GB Ram, 250GB Hard Drive, 14"" Led Display, (Windows 10 Registered) FREE LAPTOP BAG - Daraz Like New Laptops",https://www.daraz.pk/products/dell-latitude-5430-core-i5-3rd-generation-4gb-ram-250gb-hard-drive-14-led-display-windows-10-registered-free-laptop-bag-daraz-like-new-laptops-i407519359.html,"Rs. 20,580"
"HP Stream 14-inch Laptop, Intel Celeron N3060 Processor, 4 GB SDRAM Memory, 32 GB eMMC Storage, Windows 8.1 or 10 Home in S Mode (14-cb030nr, Smoke Gray)",https://www.daraz.pk/products/hp-stream-14-inch-laptop-intel-celeron-n3060-processor-4-gb-sdram-memory-32-gb-emmc-storage-windows-10-home-in-s-mode-14-cb030nr-smoke-gray-i385729442.html,"Rs. 17,063"
Daraz Like New Laptops - HP Elitebook 840 G5 - Intel Core i7-8th Generation - 16gb Ram 512gb Ssd - 14.1 FHD Display - Backlit Keyboard,https://www.daraz.pk/products/daraz-like-new-laptops-hp-elitebook-840-g5-intel-core-i7-8th-generation-16gb-ram-512gb-ssd-141-fhd-display-backlit-keyboard-i472647759.html,"Rs. 79,964"
Dell 3150 Laptop 8GB Ram 128GB SSD + 250GB Hard  Windows 10,https://www.daraz.pk/products/3160-8gb-ssd-10-128gb-i433820479.html,"Rs. 24,500"
hp charger 45walt orignal bluepin,https://www.daraz.pk/products/hp-45-i427517727.html,"Rs. 1,550"
HP EliteBook 840 G3 - Core i7 6th Generation - 16GB RAM - 256GB SSD - 14inch Screen - FREE LAPTOP BAG,https://www.daraz.pk/products/hp-840-g3-6th-i7-16gb-14-14-gb-ssd-256gb-i370346528.html,"Rs. 59,999"
Acer Laptop | 4Gb Ram 16Gb Storage | C180 |,https://www.daraz.pk/products/4gb-ram-16gb-storage-34-hour-battery-timing-i591013511.html,"Rs. 12,500"
"Lenovo ThinkPad T440s 14-inch LED Ultrabook i5-4300U 4th Gen, 4GB Ram, 500 GB HDD, Windows 10 pro (Registered Windows) - Daraz like new laptops",https://www.daraz.pk/products/lenovo-thinkpad-t440s-14-inch-led-ultrabook-i5-4300u-4th-gen-4gb-ram-500-gb-hdd-windows-10-pro-registered-windows-daraz-like-new-laptops-i316373714.html,"Rs. 29,999"
Dell Latitude 7290 - Core i5 8th Generation - 8GB RAM - 256GB SSD - 12.5inch Screen - Windows 11 Licensed (FREE LAPTOP BAG) - Daraz like new laptops,https://www.daraz.pk/products/dell-latitude-7290-core-i5-8th-generation-8gb-ram-256gb-ssd-125inch-screen-windows-11-licensed-free-laptop-bag-daraz-like-new-laptops-i428274967.html,"Rs. 49,999"
"Lenovo T470 Core i5 7th generation, 8GB Ram,256GB SSD, 14"" Led Display, (Windows 11 Licensed) FREE LAPTOP BAG - Daraz Like New Laptops",https://www.daraz.pk/products/lenovo-t470-core-i5-7th-generation-8gb-ram256gb-ssd-14-led-display-windows-11-licensed-free-laptop-bag-daraz-like-new-laptops-i469185631.html,"Rs. 49,999"
Daraz Like New Laptops - Lenovo ThinkPad X270 Core i3-7th Gen 8GB RAM 256GB SSD,https://www.daraz.pk/products/daraz-like-new-laptops-lenovo-thinkpad-x270-core-i3-7th-gen-8gb-ram-256gb-ssd-i433184515.html,"Rs. 40,000"
"Lenovo T470 I5 7th Gen, 8GB, 256GB SSD, 14″ Screen IPS LED (Windows 11 Licensed) FREE LAPTOP BAG - Daraz like new laptops",https://www.daraz.pk/products/lenovo-t470-i5-7th-gen-8gb-256gb-ssd-14-screen-ips-led-windows-11-licensed-free-laptop-bag-daraz-like-new-laptops-i469188322.html,"Rs. 47,999"
HP ELITEBOOK 840-G5 ( TOUCH SCREEN ) 8TH GENERATION | INTEL CORE-I5 | 8250u PROCESSOR | 16GB RAM | 512GB SSD | FHD | 14.1’INCH DISPLAY | SILVER | WIN11 PRO | REGISTERED (FREE LAPTOP BAG),https://www.daraz.pk/products/hp-840-g5-core-i5-8250u-16gb-512gb-ssd-law-fhd-67-w11-i419779205.html,"Rs. 89,999"
LENOVO THINKPAD T430 14-inch Notebook 2.60 GHz Intel Core i5 3rd Generation 4GB Ram 250GB Hard disk Windows® 10 Activated - Free Laptop Bag,https://www.daraz.pk/products/14-t430-260-ghz-i5-3rd-4gb-250gb-10-i250208039.html,"Rs. 22,999"
"Apple MacBook Pro A1278 - 8GB RAM, 500GB Storage - Dual-Core i5 2.5GHz  - Mid 2012 13.3-inch LED Display - Dual Operating System MacOS & Windows 10 - Silver - Daraz Like New Laptops",https://www.daraz.pk/products/8gb-a1278-500gb-i5-25ghz-2012-led-10-i351100703.html,"Rs. 45,999"
USED - Lenovo Thinkpad X240 - Core i5 4th Generation - 8GB RAM - 500GB HDD - 12.5inches Screen - FREE LAPTOP BAG - DARAZ LIKE NEW LAPTOPS,https://www.daraz.pk/products/used-lenovo-thinkpad-x240-core-i5-4th-generation-8gb-ram-500gb-hdd-125inches-screen-free-laptop-bag-daraz-like-new-laptops-i488721343.html,"Rs. 28,499"
Dell Latitude 7290 - Core i5 8th Generation - 8GB RAM - 256GB SSD - 12.5inch Screen - FREE LAPTOP BAG (Windows 11 Licensed) - Daraz like new laptops,https://www.daraz.pk/products/dell-latitude-7290-core-i5-8th-generation-8gb-ram-256gb-ssd-125inch-screen-free-laptop-bag-windows-11-licensed-daraz-like-new-laptops-i410484264.html,"Rs. 54,999"
"HP Chromebook 14"" HD  Widescreen Laptop Computer - Intel Celeron N3350 up to 2.4GHz - 4GB DDR4 Memory - 16GB eMMC Flash Memory - 802.11ac - Bluetooth - USB-C 3.1 - Chrome OS - Play Store - Refurbished",https://www.daraz.pk/products/hp-chromebook-14-hd-widescreen-laptop-computer-intel-celeron-n3350-up-to-24ghz-4gb-ddr4-memory-16gb-emmc-flash-memory-80211ac-bluetooth-usb-c-31-chrome-os-play-store-refurbished-i221712013.html,"Rs. 14,309"
Hp Elitebook 820 G3 - Core i7 6th Generation - 8GB DDR4 RAM - 256GB SSD - 12.5inch Screen - FREE LAPTOP BAG,https://www.daraz.pk/products/hp-elitebook-820-g3-core-i7-6th-generation-8gb-ddr4-ram-256gb-ssd-125inch-screen-free-laptop-bag-i536828821.html,"Rs. 49,999"
"Apple MacBook Pro 2019 (A1990) - 15.4-inch - Intel Core i9 Processor, 16GB RAM, 500GB SSD, Space Gray, Touch Bar - Daraz Like New Laptops",https://www.daraz.pk/products/2019-a2000-i9-16gb-154-gb-ssd-i537631580.html,"Rs. 189,999"
Dell | Chromebook 3380 | 16Gb+16 Sd Card GB Storage | 4GB RAM | ‎Intel Celeron 3855U 1.60GHz | 13.3 Inch Display | Playstore Supported | Chromebook,https://www.daraz.pk/products/3380-16gb-16-sd-gb-ail-4gb-385u-160ghz-law-133-i548246702.html,"Rs. 10,919"
"Lenovo Thinkpad x260 Ultra Book, Core i5 6th generation, 8GB DDR4 Ram, 256GB SSD, 12.5"" Led Display, Intel HD Graphics Windows 11 Licensed (FREE LAPTOP BAG) - Daraz like new laptops",https://www.daraz.pk/products/x260-6th-i5-8gb-ddr4-256gb-ssd-125-led-hd-11-i495548937.html,"Rs. 36,999"
"Dell Latitude E5430 14.1"" Laptop (Intel Core i5-3320M, 8GB RAM, 500GB HDD, WiFi, DVDRW, Windows 10 Pro - FREE LAPTOP BAG",https://www.daraz.pk/products/e5430-8gb-4-gb-wifi-dvdrw-10-i432669880.html,"Rs. 25,999"
"Dell Latitude E5540 15.6 inches Laptop, Core i5-4310U 2.0GHz, 8GB Ram, 500GB HDD, DVDRW, Windows 10 Pro 64bit",https://www.daraz.pk/products/e5540-8gb-156-ghz-dvdrw-4-gb-hdd-10-64bit-i269363981.html,"Rs. 32,999"
Acer ChromeBook R11 | Touch Screen | 32GB Storage | 4GB RAM | 360 Rotatable | 11.6″ HD Display | Playstore Supported | - Daraz Like New Laptops,https://www.daraz.pk/products/acer-chromebook-r11-touch-screen-32gb-storage-4gb-ram-360-rotatable-116-hd-display-playstore-supported-daraz-like-new-laptops-i585731015.html,"Rs. 14,253"
"Dell 3180 Chromebook 11.6 inches HD screen, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Chrome OS",https://www.daraz.pk/products/4gb-16gb-ssd-hdmi-wifi-os-i451131253.html,"Rs. 8,999"
Lenovo Thinkpad X240 - Core i5 4th Generation - 8GB RAM - 500GB HDD - 12.5inches Screen - FREE LAPTOP BAG,https://www.daraz.pk/products/x240-4th-i5-8gb-500gb-hdd-125-i363477868.html,"Rs. 28,999"
"Daraz Like New Laptops - Lenovo Thinkpad x270 Ultra Book, Core i5 7th generation, 8GB DDR4 Ram, 256GB SSD, 12.5"" Led Display, Intel HD Graphics Windows 11 Licensed (FREE LAPTOP BAG)",https://www.daraz.pk/products/x270-i5-7th-8gb-ddr4-256gb-ssd-125-led-hd-11-i596101380.html,"Rs. 37,514"
Daraz Like New Laptops - DELL LATITUDE E6420 - Intel Core i5 2nd Generation - 4GB Ram - 250GB Hard disk - 14inches Screen - Windows® 10 Activated - FREE LAPTOP BAG,https://www.daraz.pk/products/e6420-2nd-i5-4gb-1-gb-14-10-i596848552.html,"Rs. 22,999"
Dell Latitude E7470 - Core i7 6th Generation - 16GB DDR4 RAM - 512GB SSD - 14inch Screen - FREE LAPTOP BAG (WINDOWS 11 REGISTERED),https://www.daraz.pk/products/e7470-6th-i7-16gb-ddr4-14-11-i416225080.html,"Rs. 59,999"
"HP Stream 11 Pro G2 - 11.6 inches Windows 10 Pro Notebook - Intel Celeron N2840, 2.16GHz Dual-Core, 32GB Solid State Drive - Windows 8.1 or 10 Pro - Blue",https://www.daraz.pk/products/hp-11-g2-116-10-n2840-216ghz-32gb-81-10-i522721194.html,"Rs. 13,355"
"Dell 3189 Convertible Chromebook 11.6 inches HD IPS Touchscreen, Intel Celeron N3060 Up to 2.48GHz, 4GB Ram 16GB / 32GB SSD, HDMI, WiFi, Webcam, Chrome OS - FREE LAPTOP BAG",https://www.daraz.pk/products/4gb-4gb-16gb32gb-ssd-hdmi-wifi-os-n3060-i405246469.html,"Rs. 16,999"
"Dell Latitude 3180 HD Laptop Notebook Educational PC (Intel Pentium N4200 Quad Core, 4GB Ram, 128GB Solid State SSD, Camera, HDMI, WiFi, Bluetooth) Windows 10 - With Bag Gift - Daraz Like New Laptops",https://www.daraz.pk/products/3180-hd-n4200-4gb-128gb-ssd-hdmi-wifi-10-i460091788.html,"Rs. 24,999"
"Lenovo Thinkpad x250 Ultra Book, Core i5 5th generation, 8GB DDR3 Ram, 500GB Hard Drive, 12.1"" Led Display, Intel HD Graphics - Daraz like new laptops",https://www.daraz.pk/products/lenovo-thinkpad-x250-ultra-book-core-i5-5th-generation-8gb-ddr3-ram-500gb-hard-drive-121-led-display-intel-hd-graphics-daraz-like-new-laptops-i456074988.html,"Rs. 31,999"
HP Laptop 15s-eq2051ns AMD Ryzen™ 3 5300U AMD Radeon™ Graphics 8GB RAM 256 SSD 15.6’’ FHD IPS Win 11 Dos Snowflake White Open Box Condition Daraz Like New Laptops,https://www.daraz.pk/products/hp-laptop-15s-eq2051ns-amd-ryzen-3-5300u-amd-radeon-graphics-8gb-ram-256-ssd-156-fhd-ips-win-11-dos-snowflake-white-open-box-condition-daraz-like-new-laptops-i601560974.html,"Rs. 88,999"
"DELL Latitude 3189, Intel Pentium N4200 Quad-Core (1.1 GHz), 4 GB DDR3L Ram, 256 GB SSD, Intel HD Graphics 505, 11.6"" Touchscreen 1366 x 768 Convertible 2-in-1 Laptop Windows 10 Pro 64-Bit (Registered Windows)",https://www.daraz.pk/products/3189-n4200-11-ghz-4-gb-ddr3l-256-gb-ssd-hd-505-1-2-10-64-116-1366x768-i432510164.html,"Rs. 31,999"
"HP 650 G1 15.6inch Laptop, Intel Core i5-4200M 2.5GHz, 8GB Ram, 500GB HDD, Windows 10",https://www.daraz.pk/products/hp-650-g1-8gb-156-ghz-8gb-hdd-10-i269402093.html,"Rs. 36,999"
"Lenovo | ChromeBook 300E | Media tek 8173 Quad-Core Processor, 4GB DDR4 RAM | 32GB Storage | 11.6″ Display | 360 Rotatable | Playstore Supported | Touch Screen | Chrome OS - Daraz like new laptops",https://www.daraz.pk/products/lenovo-chromebook-300e-media-tek-8173-quad-core-processor-4gb-ddr4-ram-32gb-storage-116-display-360-rotatable-playstore-supported-touch-screen-chrome-os-daraz-like-new-laptops-i456643447.html,"Rs. 18,499"
HP ELITEBOOK 840-G5 8TH GENERATION | INTEL CORE-I5 | 8250u PROCESSOR | 8GB RAM | 256GB SSD | FHD | 14.1’INCH DISPLAY | SILVER | WIN11 PRO | REGISTERED (FREE LAPTOP BAG) - Daraz like new laptops,https://www.daraz.pk/products/hp-elitebook-840-g5-8th-generation-intel-core-i5-8250u-processor-8gb-ram-256gb-ssd-fhd-141inch-display-silver-win11-pro-registered-free-laptop-bag-daraz-like-new-laptops-i376480449.html,"Rs. 67,999"
"HP Laptop 15s fq2505TU | Intel Core i5-115G7 11th Generation | 8 GB DDR4 RAM | Intel Iris Xe Graphics | 512GB SSD | 15.6"" Full HD Display | Silver | Windows 11",https://www.daraz.pk/products/10-8-gb-32-gb-i567834134.html,"Rs. 97,545"
Dell Latitude 5480 - Core i5 7th Generation - 8GB RAM - 256GB SSD - 14inch Screen - Free Laptop Bag (Windows 11 licensed) - Daraz like new laptops,https://www.daraz.pk/products/dell-latitude-5480-core-i5-7th-generation-8gb-ram-256gb-ssd-14inch-screen-free-laptop-bag-windows-11-licensed-daraz-like-new-laptops-i456074959.html,"Rs. 47,579"
HP Chromebook 11 G5 11.6 Inch Laptop - Chrome OS - 4gb/32gb,https://www.daraz.pk/products/hp-chromebook-11-g5-116-inch-laptop-chrome-os-4gb32-gb-i404861365.html,"Rs. 15,799"
Microsoft Surface Laptop Go | 12.5 Inches | Intel Core i5 1.0 GHz Processor | 10th Gen | Silver | 8GB Ram | 128GB SSD | Like New Condition,https://www.daraz.pk/products/5-i5-125-ghz-10th-8gb-ssd-i470548429.html,"Rs. 110,000"
